tenure_months,contract,internet_service,monthly_charges,churn
51,Month-to-month,Fiber optic,61.84,0
9,Two year,Fiber optic,64.29,0
14,Month-to-month,DSL,58.78,0
10,Month-to-month,Fiber optic,54.06,1
64,One year,Fiber optic,51.05,0
71,One year,No,-2.33,0
41,One year,DSL,60.25,0
45,Month-to-month,DSL,57.46,0
47,One year,DSL,41.47,0
44,Month-to-month,No,9.7,0
39,One year,Fiber optic,80.01,1
72,Month-to-month,Fiber optic,103.06,1
53,One year,DSL,42.17,0
6,One year,Fiber optic,55.57,0
28,One year,DSL,59.9,0
71,Month-to-month,Fiber optic,56.41,0
29,One year,Fiber optic,65.6,0
14,One year,DSL,13.34,0
63,Month-to-month,DSL,41.36,0
45,Month-to-month,DSL,29.66,0
41,Month-to-month,Fiber optic,85.11,1
30,Month-to-month,Fiber optic,58.29,0
9,One year,DSL,54.36,0
28,Month-to-month,Fiber optic,68.74,1
31,One year,DSL,46.5,0
67,One year,DSL,51.27,0
22,One year,Fiber optic,69.36,1
10,One year,Fiber optic,62.23,0
31,One year,DSL,35.26,0
72,Month-to-month,Fiber optic,76.11,0
35,Month-to-month,Fiber optic,47.18,0
27,Two year,No,45.14,0
48,Two year,Fiber optic,71.58,0
47,Month-to-month,DSL,40.95,0
21,Two year,Fiber optic,73.19,0
70,Two year,Fiber optic,62.87,0
43,Month-to-month,DSL,42.86,0
4,One year,Fiber optic,56.42,0
29,One year,DSL,49.5,0
67,Month-to-month,Fiber optic,69.06,0
28,Month-to-month,DSL,47.25,0
41,Month-to-month,DSL,62.8,0
44,One year,DSL,35.35,0
51,Month-to-month,Fiber optic,68.45,0
63,One year,Fiber optic,50.18,0
10,One year,Fiber optic,76.6,1
37,One year,No,24.79,0
38,Month-to-month,DSL,45.21,0
11,Month-to-month,DSL,43.11,0
49,Month-to-month,Fiber optic,63.06,0
8,Month-to-month,Fiber optic,99.95,0
33,Month-to-month,Fiber optic,70.46,1
24,Month-to-month,Fiber optic,73.56,1
11,Month-to-month,Fiber optic,56.33,0
60,One year,Fiber optic,80.62,0
17,Month-to-month,Fiber optic,68.52,1
18,Month-to-month,DSL,50.35,0
62,Two year,Fiber optic,80.83,0
64,Month-to-month,Fiber optic,68.75,0
2,Two year,DSL,36.88,0
20,One year,DSL,17.07,0
51,Month-to-month,Fiber optic,65.35,0
56,Two year,DSL,36.81,0
72,Two year,DSL,31.28,0
40,One year,DSL,62.44,0
0,Month-to-month,DSL,56.79,0
63,Month-to-month,Fiber optic,48.04,0
11,Month-to-month,DSL,46.84,1
8,One year,Fiber optic,60.19,0
49,Month-to-month,Fiber optic,74.4,0
44,Month-to-month,Fiber optic,60.4,0
4,Month-to-month,Fiber optic,63.53,1
12,Month-to-month,Fiber optic,81.56,0
43,Month-to-month,DSL,54.83,1
18,Month-to-month,Fiber optic,88.11,0
49,Two year,Fiber optic,67.4,0
30,Month-to-month,Fiber optic,52.53,0
42,Month-to-month,Fiber optic,81.06,0
34,Month-to-month,Fiber optic,81.13,0
26,Month-to-month,Fiber optic,77.54,1
24,One year,DSL,36.07,0
50,Month-to-month,No,12.15,0
37,Two year,Fiber optic,76.43,0
43,Two year,Fiber optic,59.37,0
42,Two year,DSL,41.3,0
15,Two year,DSL,79.88,0
66,Month-to-month,No,50.55,0
41,One year,DSL,54.51,0
52,Month-to-month,DSL,37.05,0
64,One year,Fiber optic,61.33,0
67,Month-to-month,Fiber optic,78.59,0
48,Month-to-month,DSL,62.96,0
57,Month-to-month,DSL,38.86,0
34,One year,DSL,39.52,0
53,One year,No,26.05,0
23,Month-to-month,Fiber optic,53.33,1
51,Month-to-month,Fiber optic,53.7,1
6,Month-to-month,DSL,30.89,0
66,One year,DSL,51.55,0
17,Month-to-month,DSL,48.26,0
47,Month-to-month,DSL,58.64,1
0,One year,No,4.15,0
11,One year,Fiber optic,51.8,1
72,Two year,Fiber optic,75.47,0
60,One year,Fiber optic,59.54,0
16,Two year,Fiber optic,60.41,0
9,Month-to-month,DSL,57.15,0
59,Month-to-month,Fiber optic,63.36,0
72,Two year,DSL,39.77,1
12,Month-to-month,Fiber optic,67.0,1
48,One year,DSL,42.73,0
20,Month-to-month,Fiber optic,78.22,1
54,Month-to-month,DSL,30.48,0
30,Month-to-month,Fiber optic,67.74,0
9,One year,Fiber optic,83.95,0
23,One year,Fiber optic,95.59,0
39,Month-to-month,DSL,28.72,0
58,Month-to-month,DSL,48.97,1
1,Month-to-month,No,22.72,1
69,Month-to-month,No,23.81,0
47,Month-to-month,Fiber optic,60.53,0
63,Two year,Fiber optic,79.07,0
67,Month-to-month,Fiber optic,78.45,0
11,Month-to-month,Fiber optic,100.27,1
6,Month-to-month,Fiber optic,54.15,1
56,Month-to-month,DSL,24.03,0
13,Month-to-month,No,49.66,1
10,One year,Fiber optic,69.38,0
34,One year,DSL,39.52,0
66,Two year,DSL,47.26,0
58,Month-to-month,Fiber optic,53.26,0
37,One year,DSL,49.51,0
14,Two year,No,24.04,0
24,Two year,No,37.89,0
50,Two year,DSL,55.28,0
11,Month-to-month,Fiber optic,81.28,1
38,Two year,Fiber optic,72.29,0
0,Two year,No,44.25,0
23,One year,Fiber optic,76.92,0
18,One year,Fiber optic,63.6,0
49,Two year,Fiber optic,60.29,0
66,Month-to-month,DSL,36.64,0
10,One year,Fiber optic,77.07,0
58,One year,DSL,29.02,0
47,One year,DSL,46.86,0
70,One year,Fiber optic,60.01,0
66,Month-to-month,Fiber optic,54.96,0
7,Month-to-month,DSL,31.9,0
54,Month-to-month,DSL,44.71,0
43,One year,No,34.17,0
8,One year,DSL,36.89,0
18,Two year,Fiber optic,45.09,0
67,One year,DSL,82.85,0
39,One year,DSL,58.41,0
24,Month-to-month,DSL,56.19,0
23,One year,DSL,64.53,0
61,Two year,Fiber optic,71.11,0
20,One year,DSL,43.38,0
11,Two year,DSL,61.27,0
41,Two year,Fiber optic,86.19,1
72,Month-to-month,DSL,52.38,0
13,One year,Fiber optic,80.59,0
18,Month-to-month,DSL,30.13,0
34,Month-to-month,DSL,41.91,0
14,Month-to-month,Fiber optic,90.45,0
47,Month-to-month,Fiber optic,79.65,0
18,Month-to-month,DSL,27.46,0
9,One year,Fiber optic,63.63,0
19,Month-to-month,Fiber optic,88.49,1
67,Month-to-month,DSL,50.46,0
68,Month-to-month,Fiber optic,72.18,0
36,Month-to-month,DSL,47.54,0
29,Two year,Fiber optic,69.0,0
59,Month-to-month,Fiber optic,63.71,0
14,Month-to-month,Fiber optic,60.0,0
47,Two year,No,37.12,0
49,Two year,DSL,47.85,0
51,One year,Fiber optic,78.48,0
15,One year,Fiber optic,76.56,0
52,Month-to-month,DSL,61.9,0
44,One year,DSL,50.46,0
63,Month-to-month,Fiber optic,79.88,0
12,Month-to-month,Fiber optic,72.01,1
44,Month-to-month,DSL,33.63,0
60,One year,DSL,42.29,0
20,Month-to-month,DSL,52.08,0
54,Month-to-month,DSL,53.13,0
7,Month-to-month,DSL,62.41,0
52,One year,DSL,39.48,1
44,Month-to-month,DSL,47.71,0
14,Month-to-month,DSL,43.45,0
4,Month-to-month,Fiber optic,89.49,1
54,One year,No,29.52,0
17,Month-to-month,Fiber optic,74.75,0
36,Two year,DSL,44.57,0
4,Month-to-month,DSL,42.3,1
70,Month-to-month,DSL,27.62,0
40,Month-to-month,Fiber optic,54.87,1
68,Month-to-month,DSL,47.15,0
11,Month-to-month,Fiber optic,70.65,0
15,Month-to-month,Fiber optic,72.21,0
44,Two year,DSL,56.3,0
44,Month-to-month,Fiber optic,71.12,0
57,Month-to-month,DSL,40.82,0
67,Month-to-month,Fiber optic,67.48,1
59,Month-to-month,No,27.93,1
10,Month-to-month,DSL,40.44,0
22,Month-to-month,Fiber optic,82.77,0
66,Month-to-month,DSL,44.86,0
40,Month-to-month,Fiber optic,73.02,1
63,Two year,DSL,35.2,0
41,One year,DSL,57.78,0
3,Two year,DSL,62.27,0
34,Month-to-month,DSL,28.64,0
60,Two year,DSL,49.81,0
47,Month-to-month,DSL,43.71,0
9,Month-to-month,No,28.41,0
15,Two year,Fiber optic,75.43,0
62,Month-to-month,Fiber optic,43.18,0
71,Month-to-month,DSL,54.11,0
54,Two year,Fiber optic,83.35,0
7,One year,Fiber optic,84.7,0
45,Month-to-month,DSL,33.66,0
60,Month-to-month,DSL,44.63,0
46,Month-to-month,Fiber optic,63.53,0
43,Two year,Fiber optic,47.02,0
34,Month-to-month,Fiber optic,62.55,0
17,Month-to-month,Fiber optic,56.99,0
20,Month-to-month,Fiber optic,74.01,0
54,Two year,DSL,25.42,0
5,One year,Fiber optic,58.25,0
6,Month-to-month,DSL,38.77,0
28,Two year,No,34.24,0
56,Month-to-month,Fiber optic,103.33,0
47,Two year,No,28.64,0
43,Month-to-month,Fiber optic,57.61,0
38,Month-to-month,DSL,36.85,0
8,Month-to-month,No,32.9,0
24,Two year,DSL,28.85,0
5,Two year,Fiber optic,83.16,0
55,One year,Fiber optic,73.28,0
54,Month-to-month,Fiber optic,68.5,0
18,Month-to-month,No,4.78,0
21,Month-to-month,Fiber optic,81.04,1
23,Month-to-month,DSL,35.86,0
64,Month-to-month,Fiber optic,71.84,0
35,One year,Fiber optic,68.11,0
55,One year,Fiber optic,50.99,1
32,Two year,Fiber optic,67.23,0
50,Month-to-month,DSL,30.48,0
38,Month-to-month,Fiber optic,62.18,0
20,Month-to-month,Fiber optic,75.19,1
63,Month-to-month,DSL,53.43,0
51,One year,Fiber optic,69.78,0
56,One year,DSL,34.39,0
69,Month-to-month,DSL,37.23,0
18,Month-to-month,DSL,37.02,1
6,Two year,Fiber optic,44.36,0
42,Month-to-month,Fiber optic,70.88,0
23,Month-to-month,DSL,25.01,0
31,One year,DSL,45.91,1
17,One year,Fiber optic,52.49,0
29,Month-to-month,Fiber optic,55.52,1
28,Two year,Fiber optic,78.02,0
25,Two year,DSL,45.29,0
54,Month-to-month,Fiber optic,47.38,0
43,Month-to-month,No,18.29,1
34,One year,Fiber optic,73.14,0
8,One year,No,17.57,0
41,Month-to-month,Fiber optic,65.88,0
12,Month-to-month,Fiber optic,72.93,1
22,One year,Fiber optic,70.54,1
30,Month-to-month,Fiber optic,58.09,0
10,Month-to-month,No,25.27,1
28,Month-to-month,Fiber optic,66.55,1
19,Month-to-month,Fiber optic,90.69,1
62,Two year,No,23.76,0
62,One year,Fiber optic,71.62,1
0,Month-to-month,Fiber optic,73.12,0
43,Two year,Fiber optic,66.13,0
46,Month-to-month,Fiber optic,61.36,0
27,Month-to-month,No,30.52,0
34,Month-to-month,Fiber optic,75.62,1
57,One year,DSL,69.99,0
27,One year,Fiber optic,78.91,0
4,One year,Fiber optic,79.11,1
27,Month-to-month,DSL,53.61,1
18,Month-to-month,DSL,36.72,1
27,Month-to-month,DSL,29.9,0
16,Two year,Fiber optic,57.96,0
10,Month-to-month,Fiber optic,78.26,1
71,One year,DSL,62.06,0
9,One year,DSL,53.81,1
51,Month-to-month,Fiber optic,68.0,0
52,Month-to-month,Fiber optic,90.12,1
45,Month-to-month,DSL,39.68,0
66,One year,Fiber optic,56.22,0
0,Two year,DSL,48.04,0
22,Month-to-month,DSL,60.5,1
13,Two year,Fiber optic,59.87,0
42,Month-to-month,DSL,24.54,0
46,Month-to-month,DSL,45.45,0
65,Two year,DSL,54.26,0
27,Two year,No,-10.57,0
17,Month-to-month,DSL,56.73,0
67,One year,Fiber optic,53.6,0
49,Two year,Fiber optic,78.7,0
55,One year,DSL,21.04,0
32,One year,Fiber optic,52.3,0
32,Month-to-month,DSL,52.42,0
28,Month-to-month,Fiber optic,84.59,1
54,One year,Fiber optic,69.89,0
15,Month-to-month,Fiber optic,98.74,0
71,Month-to-month,DSL,32.73,0
12,Month-to-month,DSL,32.58,0
33,Month-to-month,DSL,41.37,0
22,Month-to-month,Fiber optic,65.8,1
46,Month-to-month,No,28.4,0
49,Month-to-month,DSL,36.09,0
67,Month-to-month,Fiber optic,76.81,0
57,Two year,DSL,51.52,0
18,One year,No,44.36,0
15,Month-to-month,Fiber optic,64.11,1
64,Month-to-month,Fiber optic,74.04,0
35,Month-to-month,DSL,52.27,0
7,One year,Fiber optic,69.91,0
60,One year,DSL,42.46,0
47,One year,DSL,20.23,0
1,One year,Fiber optic,71.0,0
57,Month-to-month,Fiber optic,77.15,0
44,Month-to-month,DSL,44.31,0
44,Month-to-month,Fiber optic,60.61,0
63,Month-to-month,Fiber optic,,1
36,Month-to-month,Fiber optic,75.44,0
33,One year,DSL,45.4,1
45,Month-to-month,Fiber optic,86.68,0
14,One year,Fiber optic,52.61,1
11,Month-to-month,DSL,39.36,0
61,Month-to-month,Fiber optic,54.14,0
15,One year,DSL,57.3,0
36,Month-to-month,Fiber optic,84.87,0
19,Month-to-month,DSL,68.07,1
16,Month-to-month,Fiber optic,76.26,1
43,One year,Fiber optic,79.47,0
58,Month-to-month,Fiber optic,75.23,0
32,Two year,No,31.88,0
10,Two year,DSL,45.59,1
17,Two year,Fiber optic,77.43,0
12,Month-to-month,Fiber optic,95.68,1
64,One year,Fiber optic,72.62,0
23,Month-to-month,Fiber optic,70.29,0
27,Two year,Fiber optic,72.38,0
5,Month-to-month,DSL,43.21,0
32,Month-to-month,Fiber optic,72.96,1
66,Month-to-month,DSL,42.8,1
29,Two year,Fiber optic,83.73,0
47,Two year,DSL,57.53,0
13,Month-to-month,Fiber optic,95.99,0
10,Month-to-month,Fiber optic,69.72,1
53,One year,DSL,48.46,0
4,Two year,Fiber optic,72.96,0
32,One year,DSL,47.4,0
23,Month-to-month,DSL,58.56,0
1,One year,No,5.5,1
38,Two year,DSL,50.53,0
70,Month-to-month,Fiber optic,93.95,0
5,Month-to-month,Fiber optic,86.36,1
59,Month-to-month,DSL,59.98,1
39,Month-to-month,Fiber optic,80.1,0
52,One year,DSL,37.85,0
7,Month-to-month,Fiber optic,61.0,1
63,Month-to-month,DSL,36.1,0
0,Month-to-month,Fiber optic,56.34,1
66,Two year,Fiber optic,81.36,1
48,Two year,No,42.62,0
24,Month-to-month,DSL,50.21,0
0,One year,Fiber optic,79.66,0
44,Month-to-month,Fiber optic,73.52,0
6,Two year,DSL,51.83,1
44,One year,Fiber optic,44.6,0
56,Month-to-month,DSL,48.78,0
19,Two year,DSL,39.89,0
17,Month-to-month,Fiber optic,69.52,1
16,One year,Fiber optic,72.71,0
16,Month-to-month,Fiber optic,61.41,0
8,One year,Fiber optic,57.09,0
18,Month-to-month,DSL,36.05,0
48,Month-to-month,Fiber optic,52.62,1
22,Month-to-month,No,11.14,0
57,Two year,DSL,32.79,1
59,Month-to-month,Fiber optic,52.78,0
55,One year,DSL,51.35,0
39,Month-to-month,Fiber optic,59.19,0
23,Two year,Fiber optic,47.64,1
67,Month-to-month,DSL,40.18,1
14,One year,Fiber optic,56.64,0
33,Two year,Fiber optic,87.51,0
33,Month-to-month,Fiber optic,71.59,0
54,Month-to-month,Fiber optic,52.35,0
39,Two year,DSL,51.82,0
58,Month-to-month,No,26.02,0
67,Month-to-month,DSL,42.14,0
28,Month-to-month,No,43.9,0
63,Two year,DSL,33.29,0
12,Two year,Fiber optic,82.42,0
66,One year,DSL,40.09,0
12,One year,Fiber optic,69.78,0
62,Month-to-month,Fiber optic,61.0,0
28,Month-to-month,No,16.77,1
70,Month-to-month,DSL,39.77,0
9,Month-to-month,No,2.19,1
33,Month-to-month,Fiber optic,74.16,0
65,One year,DSL,46.38,0
3,Month-to-month,Fiber optic,52.03,1
19,Month-to-month,Fiber optic,77.92,1
6,Month-to-month,DSL,62.48,0
23,Month-to-month,Fiber optic,62.03,1
28,Month-to-month,DSL,35.58,0
45,Month-to-month,DSL,58.36,0
18,Month-to-month,DSL,49.84,0
11,Month-to-month,Fiber optic,68.37,1
12,One year,Fiber optic,79.77,0
68,Two year,No,28.29,0
69,One year,DSL,62.14,0
16,One year,DSL,44.8,0
14,Two year,Fiber optic,75.12,0
3,Month-to-month,Fiber optic,83.18,0
70,One year,No,-4.37,0
51,Month-to-month,Fiber optic,83.61,1
55,Month-to-month,DSL,38.94,0
21,Month-to-month,Fiber optic,76.0,1
46,Month-to-month,Fiber optic,89.97,0
4,One year,DSL,41.33,0
49,Month-to-month,DSL,39.53,0
42,One year,Fiber optic,69.34,0
24,Two year,Fiber optic,52.57,0
51,Month-to-month,DSL,71.39,0
47,Month-to-month,Fiber optic,69.49,0
32,Month-to-month,Fiber optic,89.75,1
13,Month-to-month,DSL,41.0,1
1,Two year,Fiber optic,70.41,0
68,One year,DSL,56.33,0
20,One year,Fiber optic,56.77,0
22,Month-to-month,DSL,43.77,1
49,One year,DSL,55.88,0
18,One year,DSL,42.44,0
27,Month-to-month,DSL,39.2,0
51,Month-to-month,DSL,58.38,0
43,Month-to-month,Fiber optic,86.81,1
47,Month-to-month,Fiber optic,88.72,0
0,Two year,Fiber optic,61.9,0
32,One year,DSL,38.05,0
34,Month-to-month,Fiber optic,64.34,0
46,Two year,Fiber optic,78.62,0
11,Month-to-month,DSL,30.64,0
11,Month-to-month,DSL,31.32,1
55,Two year,Fiber optic,61.43,1
49,Two year,Fiber optic,58.74,0
59,One year,DSL,55.61,0
19,Month-to-month,No,34.8,0
72,Two year,DSL,39.22,0
19,One year,Fiber optic,67.67,0
47,One year,DSL,14.52,0
11,Month-to-month,Fiber optic,64.51,0
67,Month-to-month,Fiber optic,84.93,0
24,Two year,Fiber optic,63.86,0
58,Two year,Fiber optic,56.89,0
24,One year,DSL,61.51,0
57,Month-to-month,DSL,31.63,0
33,One year,DSL,63.55,0
4,Month-to-month,DSL,79.65,0
13,Month-to-month,Fiber optic,68.69,1
49,Month-to-month,DSL,59.93,0
14,Month-to-month,DSL,24.97,0
20,One year,DSL,24.44,0
39,Month-to-month,Fiber optic,60.44,0
18,Month-to-month,DSL,54.87,0
9,Two year,DSL,45.02,0
45,One year,Fiber optic,67.76,0
50,Month-to-month,DSL,29.51,0
53,Month-to-month,Fiber optic,68.47,0
68,One year,Fiber optic,62.28,0
9,Month-to-month,DSL,33.93,0
31,Month-to-month,DSL,32.91,0
17,Month-to-month,DSL,47.3,1
65,Month-to-month,Fiber optic,61.36,0
39,One year,No,24.92,0
7,Month-to-month,Fiber optic,48.77,0
50,Month-to-month,Fiber optic,76.04,1
3,Month-to-month,DSL,47.89,1
20,Month-to-month,Fiber optic,67.22,1
52,Month-to-month,DSL,46.94,0
36,Two year,No,36.21,0
55,Month-to-month,Fiber optic,52.61,1
41,Month-to-month,Fiber optic,70.8,0
61,Month-to-month,Fiber optic,54.34,0
41,One year,DSL,46.05,0
4,Month-to-month,DSL,41.89,1
5,Two year,No,24.7,0
56,One year,DSL,55.18,0
2,Month-to-month,No,34.82,0
27,One year,Fiber optic,83.04,0
1,Month-to-month,Fiber optic,65.24,0
22,Two year,Fiber optic,78.44,0
43,Two year,DSL,51.08,0
12,Month-to-month,Fiber optic,65.55,0
34,One year,Fiber optic,71.41,0
72,Month-to-month,Fiber optic,68.41,0
5,Month-to-month,Fiber optic,86.74,1
4,One year,DSL,54.72,0
19,Two year,DSL,40.97,0
60,Month-to-month,Fiber optic,65.13,0
29,One year,DSL,56.49,0
46,One year,Fiber optic,86.08,0
2,Month-to-month,Fiber optic,73.79,0
53,One year,Fiber optic,77.9,0
4,One year,DSL,60.64,0
51,One year,DSL,42.9,0
10,Two year,DSL,46.0,0
62,Month-to-month,DSL,50.84,0
21,Month-to-month,Fiber optic,64.85,1
13,Month-to-month,DSL,65.39,1
24,Month-to-month,DSL,39.74,0
0,Month-to-month,Fiber optic,70.74,1
12,Two year,Fiber optic,93.0,0
43,Month-to-month,Fiber optic,47.66,1
21,One year,Fiber optic,72.59,0
25,Month-to-month,Fiber optic,62.07,1
58,Month-to-month,Fiber optic,70.0,0
9,Two year,No,10.53,0
28,One year,DSL,40.55,0
13,Month-to-month,DSL,45.3,0
35,Two year,DSL,47.86,0
24,Month-to-month,No,35.75,0
3,Month-to-month,Fiber optic,42.11,0
5,Month-to-month,DSL,43.49,0
62,One year,DSL,42.9,0
4,Month-to-month,No,24.23,0
57,Two year,DSL,45.39,0
66,Month-to-month,Fiber optic,60.04,0
34,Month-to-month,DSL,26.44,0
22,Two year,Fiber optic,72.61,0
56,Month-to-month,Fiber optic,58.07,0
71,Month-to-month,DSL,49.83,0
8,Month-to-month,DSL,33.75,0
70,Month-to-month,Fiber optic,78.31,0
68,Month-to-month,Fiber optic,69.35,1
10,Month-to-month,DSL,45.18,1
3,One year,Fiber optic,67.04,1
52,Month-to-month,DSL,40.12,0
5,Month-to-month,Fiber optic,67.2,1
43,One year,DSL,59.18,0
4,Month-to-month,Fiber optic,51.59,0
50,One year,No,17.22,0
16,One year,No,37.68,0
7,Month-to-month,Fiber optic,79.84,1
4,Month-to-month,DSL,61.12,1
13,Month-to-month,DSL,44.29,0
39,Month-to-month,Fiber optic,54.18,0
5,Month-to-month,DSL,31.71,1
58,One year,DSL,41.42,0
44,One year,DSL,54.13,0
21,Month-to-month,No,21.94,1
72,Two year,Fiber optic,66.02,0
48,Month-to-month,No,29.76,0
49,Two year,No,25.33,0
12,Two year,Fiber optic,64.71,0
51,Month-to-month,Fiber optic,57.98,1
40,Month-to-month,DSL,56.36,0
71,Month-to-month,DSL,57.57,0
34,Two year,Fiber optic,57.31,1
49,Month-to-month,Fiber optic,65.17,0
24,Two year,DSL,53.0,0
2,Month-to-month,Fiber optic,56.35,1
9,Month-to-month,DSL,49.38,0
63,One year,DSL,41.08,0
53,Month-to-month,No,10.4,0
26,Month-to-month,Fiber optic,91.33,1
50,Two year,No,20.9,0
0,Month-to-month,DSL,51.29,0
2,Two year,No,11.55,0
37,Two year,Fiber optic,88.63,0
45,Month-to-month,DSL,68.37,0
68,Month-to-month,DSL,26.97,0
55,Month-to-month,DSL,43.03,0
18,One year,Fiber optic,85.93,1
59,Two year,Fiber optic,64.38,0
35,Two year,Fiber optic,74.91,0
60,Two year,Fiber optic,49.84,0
12,Month-to-month,DSL,35.54,0
1,Month-to-month,No,28.66,0
4,Month-to-month,DSL,37.93,0
72,Two year,Fiber optic,65.67,1
5,Month-to-month,Fiber optic,51.81,0
68,Month-to-month,Fiber optic,77.85,0
53,Month-to-month,Fiber optic,53.93,0
10,Month-to-month,DSL,63.49,0
63,Month-to-month,Fiber optic,61.81,0
10,Month-to-month,Fiber optic,79.61,1
10,Two year,DSL,53.43,0
42,One year,Fiber optic,58.18,0
21,Month-to-month,Fiber optic,63.09,1
21,One year,DSL,39.51,0
14,Month-to-month,Fiber optic,65.32,1
44,One year,DSL,29.43,0
1,Month-to-month,DSL,51.41,1
17,One year,DSL,36.74,0
40,Month-to-month,Fiber optic,68.63,0
35,Month-to-month,Fiber optic,82.08,0
51,One year,DSL,51.86,0
15,One year,Fiber optic,62.54,0
47,One year,Fiber optic,82.49,0
55,Month-to-month,Fiber optic,77.99,0
28,Month-to-month,Fiber optic,61.53,1
18,One year,Fiber optic,63.83,0
40,Month-to-month,No,37.01,0
42,Month-to-month,Fiber optic,79.34,0
6,Month-to-month,DSL,26.97,0
41,Month-to-month,Fiber optic,57.93,0
11,Month-to-month,Fiber optic,78.34,0
41,Month-to-month,DSL,30.91,0
68,One year,DSL,54.66,0
39,One year,No,48.23,0
55,One year,Fiber optic,74.48,0
22,One year,Fiber optic,58.92,1
67,Month-to-month,DSL,47.12,0
59,Two year,Fiber optic,82.42,0
66,One year,Fiber optic,71.19,0
54,Month-to-month,Fiber optic,75.81,1
47,Month-to-month,Fiber optic,60.41,1
38,One year,DSL,36.32,0
67,One year,DSL,55.87,0
61,One year,DSL,36.46,0
30,One year,Fiber optic,38.97,1
6,Two year,DSL,41.32,0
0,Two year,DSL,48.77,0
17,One year,DSL,57.7,0
4,Two year,DSL,64.75,0
15,Two year,No,26.02,0
7,Month-to-month,Fiber optic,77.9,0
71,One year,DSL,46.45,0
6,Month-to-month,DSL,49.25,1
45,Month-to-month,DSL,42.76,1
25,Month-to-month,No,29.64,1
12,Month-to-month,Fiber optic,61.24,1
51,Month-to-month,DSL,68.76,1
70,Month-to-month,Fiber optic,41.31,0
57,Month-to-month,DSL,51.85,0
71,One year,Fiber optic,73.83,1
43,Two year,Fiber optic,74.46,0
49,Two year,No,10.81,0
10,Month-to-month,DSL,24.86,1
62,Month-to-month,DSL,52.27,0
54,Two year,Fiber optic,86.09,0
18,Month-to-month,Fiber optic,72.64,1
25,Two year,Fiber optic,79.66,0
44,One year,Fiber optic,64.5,0
0,Month-to-month,No,28.98,0
59,Month-to-month,DSL,59.71,1
20,Month-to-month,Fiber optic,66.24,1
5,Month-to-month,DSL,59.23,1
24,Month-to-month,Fiber optic,50.39,0
